
GroupID(X),GroupID(Y),GroupID(Z),GroupThreadID(X),GroupThreadID(Y),GroupThreadID(Z),DispatchThreadID(X),DispatchThreadID(Y),DispatchThreadID(Z),GroupIndex,Value
0,0,0,	4,0,1,	4,0,1,	84,256.000000
0,0,0,	5,0,1,	5,0,1,	85,9728.000000
0,0,0,	6,0,1,	6,0,1,	86,768.000000
0,0,0,	7,0,1,	7,0,1,	87,1040.000000
0,0,0,	8,0,1,	8,0,1,	88,9728.000000
0,0,0,	9,0,1,	9,0,1,	89,9728.000000
0,0,0,	0,1,1,	0,1,1,	90,528.000000
0,0,0,	1,1,1,	1,1,1,	91,9744.000000
0,0,0,	2,1,1,	2,1,1,	92,8208.000000
0,0,0,	3,1,1,	3,1,1,	93,9232.000000
0,0,0,	4,1,1,	4,1,1,	94,1280.000000
0,0,0,	5,1,1,	5,1,1,	95,1024.000000
0,0,0,	6,1,1,	6,1,1,	96,9744.000000
0,0,0,	7,1,1,	7,1,1,	97,0.000000
0,0,0,	8,1,1,	8,1,1,	98,272.000000
0,0,0,	9,1,1,	9,1,1,	99,16.000000
0,0,0,	0,2,1,	0,2,1,	100,512.000000
0,0,0,	1,2,1,	1,2,1,	101,8448.000000
0,0,0,	2,2,1,	2,2,1,	102,528.000000
0,0,0,	3,2,1,	3,2,1,	103,8976.000000
0,0,0,	4,2,1,	4,2,1,	104,16.000000
0,0,0,	5,2,1,	5,2,1,	105,9728.000000
0,0,0,	6,2,1,	6,2,1,	106,9744.000000
0,0,0,	7,2,1,	7,2,1,	107,256.000000
0,0,0,	8,2,1,	8,2,1,	108,8976.000000
0,0,0,	9,2,1,	9,2,1,	109,1808.000000
0,0,0,	0,3,1,	0,3,1,	110,784.000000
0,0,0,	1,3,1,	1,3,1,	111,8192.000000
0,0,0,	2,3,1,	2,3,1,	112,8448.000000
0,0,0,	3,3,1,	3,3,1,	113,512.000000
0,0,0,	4,3,1,	4,3,1,	114,16.000000
0,0,0,	5,3,1,	5,3,1,	115,1536.000000
0,0,0,	6,3,1,	6,3,1,	116,8208.000000
0,0,0,	7,3,1,	7,3,1,	117,9232.000000
0,0,0,	8,3,1,	8,3,1,	118,768.000000
0,0,0,	9,3,1,	9,3,1,	119,0.000000
0,0,0,	0,4,1,	0,4,1,	120,1296.000000
0,0,0,	1,4,1,	1,4,1,	121,8960.000000
0,0,0,	2,4,1,	2,4,1,	122,8960.000000
0,0,0,	3,4,1,	3,4,1,	123,0.000000
0,0,0,	4,4,1,	4,4,1,	124,1808.000000
0,0,0,	5,4,1,	5,4,1,	125,8208.000000
0,0,0,	6,4,1,	6,4,1,	126,1024.000000
0,0,0,	7,4,1,	7,4,1,	127,9232.000000
0,0,0,	8,4,1,	8,4,1,	128,1808.000000
0,0,0,	9,4,1,	9,4,1,	129,10000.000000
0,0,0,	0,5,1,	0,5,1,	130,8720.000000
0,0,0,	1,5,1,	1,5,1,	131,1040.000000
0,0,0,	2,5,1,	2,5,1,	132,512.000000
0,0,0,	3,5,1,	3,5,1,	133,1040.000000
0,0,0,	4,5,1,	4,5,1,	134,9728.000000
0,0,0,	5,5,1,	5,5,1,	135,1280.000000
0,0,0,	6,5,1,	6,5,1,	136,8448.000000
0,0,0,	7,5,1,	7,5,1,	137,9472.000000
0,0,0,	8,5,1,	8,5,1,	138,1552.000000
0,0,0,	9,5,1,	9,5,1,	139,9216.000000
0,0,0,	0,6,1,	0,6,1,	140,9216.000000
0,0,0,	1,6,1,	1,6,1,	141,10000.000000
0,0,0,	2,6,1,	2,6,1,	142,9216.000000
0,0,0,	3,6,1,	3,6,1,	143,8192.000000
0,0,0,	4,6,1,	4,6,1,	144,8704.000000
0,0,0,	5,6,1,	5,6,1,	145,8704.000000
0,0,0,	6,6,1,	6,6,1,	146,9488.000000
0,0,0,	7,6,1,	7,6,1,	147,9744.000000
0,0,0,	8,6,1,	8,6,1,	148,1552.000000
0,0,0,	9,6,1,	9,6,1,	149,16.000000
0,0,0,	0,7,1,	0,7,1,	150,272.000000
0,0,0,	1,7,1,	1,7,1,	151,8464.000000
0,0,0,	2,7,1,	2,7,1,	152,8976.000000
0,0,0,	3,7,1,	3,7,1,	153,8704.000000
0,0,0,	4,7,1,	4,7,1,	154,16.000000
0,0,0,	5,7,1,	5,7,1,	155,8464.000000
0,0,0,	6,7,1,	6,7,1,	156,768.000000
0,0,0,	7,7,1,	7,7,1,	157,9984.000000
0,0,0,	8,7,1,	8,7,1,	158,256.000000
0,0,0,	9,7,1,	9,7,1,	159,1552.000000
0,0,0,	0,0,2,	0,0,2,	160,1024.000000
0,0,0,	1,0,2,	1,0,2,	161,16.000000
0,0,0,	2,0,2,	2,0,2,	162,8960.000000
0,0,0,	3,0,2,	3,0,2,	163,16.000000
0,0,0,	4,0,2,	4,0,2,	164,1024.000000
0,0,0,	5,0,2,	5,0,2,	165,272.000000
0,0,0,	6,0,2,	6,0,2,	166,8960.000000
0,0,0,	7,0,2,	7,0,2,	167,1792.000000
0,0,0,	8,0,2,	8,0,2,	168,1552.000000
0,0,0,	9,0,2,	9,0,2,	169,1808.000000
0,0,0,	0,1,2,	0,1,2,	170,8208.000000
0,0,0,	1,1,2,	1,1,2,	171,8208.000000
0,0,0,	2,1,2,	2,1,2,	172,9232.000000
0,0,0,	3,1,2,	3,1,2,	173,8960.000000
0,0,0,	4,1,2,	4,1,2,	174,272.000000
0,0,0,	5,1,2,	5,1,2,	175,1296.000000
0,0,0,	6,1,2,	6,1,2,	176,8720.000000
0,0,0,	7,1,2,	7,1,2,	177,528.000000
0,0,0,	8,1,2,	8,1,2,	178,1040.000000
0,0,0,	9,1,2,	9,1,2,	179,1792.000000
0,0,0,	0,2,2,	0,2,2,	180,8208.000000
0,0,0,	1,2,2,	1,2,2,	181,528.000000
0,0,0,	2,2,2,	2,2,2,	182,16.000000
0,0,0,	3,2,2,	3,2,2,	183,1792.000000
0,0,0,	4,2,2,	4,2,2,	184,10000.000000
0,0,0,	5,2,2,	5,2,2,	185,9472.000000
0,0,0,	6,2,2,	6,2,2,	186,528.000000
0,0,0,	7,2,2,	7,2,2,	187,1536.000000
0,0,0,	8,2,2,	8,2,2,	188,1536.000000
0,0,0,	9,2,2,	9,2,2,	189,272.000000
0,0,0,	0,3,2,	0,3,2,	190,1552.000000
0,0,0,	1,3,2,	1,3,2,	191,8704.000000
0,0,0,	2,3,2,	2,3,2,	192,8192.000000
0,0,0,	3,3,2,	3,3,2,	193,1808.000000
0,0,0,	4,3,2,	4,3,2,	194,1280.000000
0,0,0,	5,3,2,	5,3,2,	195,272.000000
0,0,0,	6,3,2,	6,3,2,	196,9984.000000
0,0,0,	7,3,2,	7,3,2,	197,272.000000
0,0,0,	8,3,2,	8,3,2,	198,272.000000
0,0,0,	9,3,2,	9,3,2,	199,9472.000000
0,0,0,	0,4,2,	0,4,2,	200,9984.000000
0,0,0,	1,4,2,	1,4,2,	201,1280.000000
0,0,0,	2,4,2,	2,4,2,	202,272.000000
0,0,0,	3,4,2,	3,4,2,	203,1024.000000
0,0,0,	4,4,2,	4,4,2,	204,16.000000
0,0,0,	5,4,2,	5,4,2,	205,1024.000000
0,0,0,	6,4,2,	6,4,2,	206,0.000000
0,0,0,	7,4,2,	7,4,2,	207,8960.000000
0,0,0,	8,4,2,	8,4,2,	208,256.000000
0,0,0,	9,4,2,	9,4,2,	209,9744.000000
0,0,0,	0,5,2,	0,5,2,	210,16.000000
0,0,0,	1,5,2,	1,5,2,	211,8960.000000
0,0,0,	2,5,2,	2,5,2,	212,1552.000000
0,0,0,	3,5,2,	3,5,2,	213,9984.000000
0,0,0,	4,5,2,	4,5,2,	214,8704.000000
0,0,0,	5,5,2,	5,5,2,	215,10000.000000
0,0,0,	6,5,2,	6,5,2,	216,1040.000000
0,0,0,	7,5,2,	7,5,2,	217,0.000000
0,0,0,	8,5,2,	8,5,2,	218,1040.000000
0,0,0,	9,5,2,	9,5,2,	219,8192.000000
0,0,0,	0,6,2,	0,6,2,	220,10000.000000
0,0,0,	1,6,2,	1,6,2,	221,1552.000000
0,0,0,	2,6,2,	2,6,2,	222,8704.000000
0,0,0,	3,6,2,	3,6,2,	223,9488.000000
0,0,0,	4,6,2,	4,6,2,	224,1296.000000
0,0,0,	5,6,2,	5,6,2,	225,8720.000000
0,0,0,	6,6,2,	6,6,2,	226,9232.000000
0,0,0,	7,6,2,	7,6,2,	227,272.000000
0,0,0,	8,6,2,	8,6,2,	228,0.000000
0,0,0,	9,6,2,	9,6,2,	229,1296.000000
0,0,0,	0,7,2,	0,7,2,	230,8448.000000
0,0,0,	1,7,2,	1,7,2,	231,8976.000000
0,0,0,	2,7,2,	2,7,2,	232,1024.000000
0,0,0,	3,7,2,	3,7,2,	233,272.000000
0,0,0,	4,7,2,	4,7,2,	234,9472.000000
0,0,0,	5,7,2,	5,7,2,	235,8720.000000
0,0,0,	6,7,2,	6,7,2,	236,1808.000000
0,0,0,	7,7,2,	7,7,2,	237,1024.000000
0,0,0,	8,7,2,	8,7,2,	238,0.000000
0,0,0,	9,7,2,	9,7,2,	239,8192.000000
1,0,0,	0,0,0,	10,0,0,	0,1808.000000
1,0,0,	1,0,0,	11,0,0,	1,1552.000000
1,0,0,	2,0,0,	12,0,0,	2,1792.000000
1,0,0,	3,0,0,	13,0,0,	3,8976.000000
1,0,0,	4,0,0,	14,0,0,	4,1808.000000
1,0,0,	5,0,0,	15,0,0,	5,0.000000
1,0,0,	6,0,0,	16,0,0,	6,1280.000000
1,0,0,	7,0,0,	17,0,0,	7,256.000000
1,0,0,	8,0,0,	18,0,0,	8,528.000000
1,0,0,	9,0,0,	19,0,0,	9,9232.000000
1,0,0,	0,1,0,	10,1,0,	10,9984.000000
1,0,0,	1,1,0,	11,1,0,	11,512.000000
1,0,0,	2,1,0,	12,1,0,	12,1552.000000
1,0,0,	3,1,0,	13,1,0,	13,1552.000000
1,0,0,	4,1,0,	14,1,0,	14,1792.000000
1,0,0,	5,1,0,	15,1,0,	15,16.000000
1,0,0,	6,1,0,	16,1,0,	16,9744.000000
1,0,0,	7,1,0,	17,1,0,	17,784.000000
1,0,0,	8,1,0,	18,1,0,	18,272.000000
1,0,0,	9,1,0,	19,1,0,	19,10000.000000
1,0,0,	0,2,0,	10,2,0,	20,9216.000000
1,0,0,	1,2,0,	11,2,0,	21,1536.000000
1,0,0,	2,2,0,	12,2,0,	22,1280.000000
1,0,0,	3,2,0,	13,2,0,	23,1280.000000
1,0,0,	4,2,0,	14,2,0,	24,1296.000000
1,0,0,	5,2,0,	15,2,0,	25,9232.000000
1,0,0,	6,2,0,	16,2,0,	26,8208.000000
1,0,0,	7,2,0,	17,2,0,	27,16.000000
1,0,0,	8,2,0,	18,2,0,	28,9984.000000
1,0,0,	9,2,0,	19,2,0,	29,1536.000000
1,0,0,	0,3,0,	10,3,0,	30,1280.000000
1,0,0,	1,3,0,	11,3,0,	31,10000.000000
1,0,0,	2,3,0,	12,3,0,	32,9232.000000
1,0,0,	3,3,0,	13,3,0,	33,1792.000000
1,0,0,	4,3,0,	14,3,0,	34,784.000000
1,0,0,	5,3,0,	15,3,0,	35,8464.000000
1,0,0,	6,3,0,	16,3,0,	36,512.000000
1,0,0,	7,3,0,	17,3,0,	37,256.000000
1,0,0,	8,3,0,	18,3,0,	38,512.000000
1,0,0,	9,3,0,	19,3,0,	39,8208.000000
1,0,0,	0,4,0,	10,4,0,	40,1280.000000
1,0,0,	1,4,0,	11,4,0,	41,8448.000000
1,0,0,	2,4,0,	12,4,0,	42,9232.000000
1,0,0,	3,4,0,	13,4,0,	43,9744.000000
1,0,0,	4,4,0,	14,4,0,	44,8976.000000
1,0,0,	5,4,0,	15,4,0,	45,0.000000
1,0,0,	6,4,0,	16,4,0,	46,768.000000
1,0,0,	7,4,0,	17,4,0,	47,8464.000000
1,0,0,	8,4,0,	18,4,0,	48,1552.000000
1,0,0,	9,4,0,	19,4,0,	49,8192.000000
1,0,0,	0,5,0,	10,5,0,	50,8464.000000
1,0,0,	1,5,0,	11,5,0,	51,8704.000000
1,0,0,	2,5,0,	12,5,0,	52,9984.000000
1,0,0,	3,5,0,	13,5,0,	53,1024.000000
1,0,0,	4,5,0,	14,5,0,	54,9728.000000
1,0,0,	5,5,0,	15,5,0,	55,8208.000000
1,0,0,	6,5,0,	16,5,0,	56,0.000000
1,0,0,	7,5,0,	17,5,0,	57,0.000000
1,0,0,	8,5,0,	18,5,0,	58,9232.000000
1,0,0,	9,5,0,	19,5,0,	59,768.000000
1,0,0,	0,6,0,	10,6,0,	60,1536.000000
1,0,0,	1,6,0,	11,6,0,	61,8704.000000
1,0,0,	2,6,0,	12,6,0,	62,256.000000
1,0,0,	3,6,0,	13,6,0,	63,8208.000000
1,0,0,	4,6,0,	14,6,0,	64,784.000000
1,0,0,	5,6,0,	15,6,0,	65,8464.000000
1,0,0,	6,6,0,	16,6,0,	66,1280.000000
1,0,0,	7,6,0,	17,6,0,	67,0.000000
1,0,0,	8,6,0,	18,6,0,	68,1296.000000
1,0,0,	9,6,0,	19,6,0,	69,9472.000000
1,0,0,	0,7,0,	10,7,0,	70,9472.000000
1,0,0,	1,7,0,	11,7,0,	71,1536.000000
1,0,0,	2,7,0,	12,7,0,	72,1040.000000
1,0,0,	3,7,0,	13,7,0,	73,1536.000000
1,0,0,	4,7,0,	14,7,0,	74,9984.000000
1,0,0,	5,7,0,	15,7,0,	75,8192.000000
1,0,0,	6,7,0,	16,7,0,	76,10000.000000
1,0,0,	7,7,0,	17,7,0,	77,9472.000000
1,0,0,	8,7,0,	18,7,0,	78,256.000000
1,0,0,	9,7,0,	19,7,0,	79,8208.000000
1,0,0,	0,0,1,	10,0,1,	80,16.000000
1,0,0,	1,0,1,	11,0,1,	81,1040.000000
1,0,0,	2,0,1,	12,0,1,	82,1296.000000
1,0,0,	3,0,1,	13,0,1,	83,8720.000000
1,0,0,	4,0,1,	14,0,1,	84,0.000000
1,0,0,	5,0,1,	15,0,1,	85,528.000000
1,0,0,	6,0,1,	16,0,1,	86,1024.000000
1,0,0,	7,0,1,	17,0,1,	87,1792.000000
1,0,0,	8,0,1,	18,0,1,	88,9744.000000
1,0,0,	9,0,1,	19,0,1,	89,9728.000000
1,0,0,	0,1,1,	10,1,1,	90,1792.000000
1,0,0,	1,1,1,	11,1,1,	91,10000.000000
1,0,0,	2,1,1,	12,1,1,	92,8192.000000
1,0,0,	3,1,1,	13,1,1,	93,9216.000000
1,0,0,	4,1,1,	14,1,1,	94,1536.000000
1,0,0,	5,1,1,	15,1,1,	95,9488.000000
1,0,0,	6,1,1,	16,1,1,	96,8720.000000
1,0,0,	7,1,1,	17,1,1,	97,16.000000
1,0,0,	8,1,1,	18,1,1,	98,1552.000000
1,0,0,	9,1,1,	19,1,1,	99,9984.000000
1,0,0,	0,2,1,	10,2,1,	100,16.000000
1,0,0,	1,2,1,	11,2,1,	101,1792.000000
1,0,0,	2,2,1,	12,2,1,	102,8464.000000
1,0,0,	3,2,1,	13,2,1,	103,1552.000000
1,0,0,	4,2,1,	14,2,1,	104,784.000000
1,0,0,	5,2,1,	15,2,1,	105,8720.000000
1,0,0,	6,2,1,	16,2,1,	106,1792.000000
1,0,0,	7,2,1,	17,2,1,	107,272.000000
1,0,0,	8,2,1,	18,2,1,	108,16.000000
1,0,0,	9,2,1,	19,2,1,	109,9216.000000
1,0,0,	0,3,1,	10,3,1,	110,9728.000000
1,0,0,	1,3,1,	11,3,1,	111,1024.000000
1,0,0,	2,3,1,	12,3,1,	112,1040.000000
1,0,0,	3,3,1,	13,3,1,	113,9472.000000
1,0,0,	4,3,1,	14,3,1,	114,256.000000
1,0,0,	5,3,1,	15,3,1,	115,16.000000
1,0,0,	6,3,1,	16,3,1,	116,528.000000
1,0,0,	7,3,1,	17,3,1,	117,1552.000000
1,0,0,	8,3,1,	18,3,1,	118,784.000000
1,0,0,	9,3,1,	19,3,1,	119,16.000000
1,0,0,	0,4,1,	10,4,1,	120,1296.000000
1,0,0,	1,4,1,	11,4,1,	121,1792.000000
1,0,0,	2,4,1,	12,4,1,	122,8960.000000
1,0,0,	3,4,1,	13,4,1,	123,8192.000000
1,0,0,	4,4,1,	14,4,1,	124,9984.000000
1,0,0,	5,4,1,	15,4,1,	125,1040.000000
1,0,0,	6,4,1,	16,4,1,	126,9744.000000
1,0,0,	7,4,1,	17,4,1,	127,9984.000000
1,0,0,	8,4,1,	18,4,1,	128,768.000000
1,0,0,	9,4,1,	19,4,1,	129,1552.000000
1,0,0,	0,5,1,	10,5,1,	130,9728.000000
1,0,0,	1,5,1,	11,5,1,	131,8960.000000
1,0,0,	2,5,1,	12,5,1,	132,512.000000
1,0,0,	3,5,1,	13,5,1,	133,0.000000
1,0,0,	4,5,1,	14,5,1,	134,8960.000000
1,0,0,	5,5,1,	15,5,1,	135,8208.000000
1,0,0,	6,5,1,	16,5,1,	136,272.000000
1,0,0,	7,5,1,	17,5,1,	137,9488.000000
1,0,0,	8,5,1,	18,5,1,	138,16.000000
1,0,0,	9,5,1,	19,5,1,	139,9728.000000
1,0,0,	0,6,1,	10,6,1,	140,256.000000
1,0,0,	1,6,1,	11,6,1,	141,9744.000000
1,0,0,	2,6,1,	12,6,1,	142,1536.000000
1,0,0,	3,6,1,	13,6,1,	143,1040.000000
1,0,0,	4,6,1,	14,6,1,	144,10000.000000
1,0,0,	5,6,1,	15,6,1,	145,1536.000000
1,0,0,	6,6,1,	16,6,1,	146,9984.000000
1,0,0,	7,6,1,	17,6,1,	147,272.000000
1,0,0,	8,6,1,	18,6,1,	148,9216.000000
1,0,0,	9,6,1,	19,6,1,	149,9216.000000
1,0,0,	0,7,1,	10,7,1,	150,8720.000000
1,0,0,	1,7,1,	11,7,1,	151,9488.000000
1,0,0,	2,7,1,	12,7,1,	152,1808.000000
1,0,0,	3,7,1,	13,7,1,	153,1552.000000
1,0,0,	4,7,1,	14,7,1,	154,9744.000000
1,0,0,	5,7,1,	15,7,1,	155,9472.000000
1,0,0,	6,7,1,	16,7,1,	156,1296.000000
1,0,0,	7,7,1,	17,7,1,	157,9728.000000
1,0,0,	8,7,1,	18,7,1,	158,1296.000000
1,0,0,	9,7,1,	19,7,1,	159,1808.000000
1,0,0,	0,0,2,	10,0,2,	160,1280.000000
1,0,0,	1,0,2,	11,0,2,	161,9728.000000
1,0,0,	2,0,2,	12,0,2,	162,1536.000000
1,0,0,	3,0,2,	13,0,2,	163,512.000000
1,0,0,	4,0,2,	14,0,2,	164,768.000000
1,0,0,	5,0,2,	15,0,2,	165,9728.000000
1,0,0,	6,0,2,	16,0,2,	166,1040.000000
1,0,0,	7,0,2,	17,0,2,	167,8448.000000
1,0,0,	8,0,2,	18,0,2,	168,8720.000000
1,0,0,	9,0,2,	19,0,2,	169,1280.000000
1,0,0,	0,1,2,	10,1,2,	170,512.000000
1,0,0,	1,1,2,	11,1,2,	171,0.000000
1,0,0,	2,1,2,	12,1,2,	172,10000.000000
1,0,0,	3,1,2,	13,1,2,	173,512.000000
1,0,0,	4,1,2,	14,1,2,	174,1536.000000
1,0,0,	5,1,2,	15,1,2,	175,1792.000000
1,0,0,	6,1,2,	16,1,2,	176,8960.000000
1,0,0,	7,1,2,	17,1,2,	177,9488.000000
1,0,0,	8,1,2,	18,1,2,	178,8960.000000
1,0,0,	9,1,2,	19,1,2,	179,9984.000000
1,0,0,	0,2,2,	10,2,2,	180,8464.000000
1,0,0,	1,2,2,	11,2,2,	181,8960.000000
1,0,0,	2,2,2,	12,2,2,	182,1024.000000
1,0,0,	3,2,2,	13,2,2,	183,8960.000000
1,0,0,	4,2,2,	14,2,2,	184,0.000000
1,0,0,	5,2,2,	15,2,2,	185,8704.000000
1,0,0,	6,2,2,	16,2,2,	186,8448.000000
1,0,0,	7,2,2,	17,2,2,	187,0.000000
1,0,0,	8,2,2,	18,2,2,	188,768.000000
1,0,0,	9,2,2,	19,2,2,	189,8720.000000
1,0,0,	0,3,2,	10,3,2,	190,8960.000000
1,0,0,	1,3,2,	11,3,2,	191,1552.000000
1,0,0,	2,3,2,	12,3,2,	192,528.000000
1,0,0,	3,3,2,	13,3,2,	193,8192.000000
1,0,0,	4,3,2,	14,3,2,	194,1792.000000
1,0,0,	5,3,2,	15,3,2,	195,8208.000000
1,0,0,	6,3,2,	16,3,2,	196,10000.000000
1,0,0,	7,3,2,	17,3,2,	197,8464.000000
1,0,0,	8,3,2,	18,3,2,	198,0.000000
1,0,0,	9,3,2,	19,3,2,	199,8208.000000
1,0,0,	0,4,2,	10,4,2,	200,1040.000000
1,0,0,	1,4,2,	11,4,2,	201,9216.000000
1,0,0,	2,4,2,	12,4,2,	202,272.000000
1,0,0,	3,4,2,	13,4,2,	203,528.000000
1,0,0,	4,4,2,	14,4,2,	204,1040.000000
1,0,0,	5,4,2,	15,4,2,	205,8448.000000
1,0,0,	6,4,2,	16,4,2,	206,0.000000
1,0,0,	7,4,2,	17,4,2,	207,9488.000000
1,0,0,	8,4,2,	18,4,2,	208,512.000000
1,0,0,	9,4,2,	19,4,2,	209,1040.000000
1,0,0,	0,5,2,	10,5,2,	210,9488.000000
1,0,0,	1,5,2,	11,5,2,	211,0.000000
1,0,0,	2,5,2,	12,5,2,	212,10000.000000
1,0,0,	3,5,2,	13,5,2,	213,1040.000000
1,0,0,	4,5,2,	14,5,2,	214,0.000000
1,0,0,	5,5,2,	15,5,2,	215,9744.000000
1,0,0,	6,5,2,	16,5,2,	216,784.000000
1,0,0,	7,5,2,	17,5,2,	217,1792.000000
1,0,0,	8,5,2,	18,5,2,	218,512.000000
1,0,0,	9,5,2,	19,5,2,	219,0.000000
1,0,0,	0,6,2,	10,6,2,	220,1280.000000
1,0,0,	1,6,2,	11,6,2,	221,8960.000000
1,0,0,	2,6,2,	12,6,2,	222,784.000000
1,0,0,	3,6,2,	13,6,2,	223,10000.000000
1,0,0,	4,6,2,	14,6,2,	224,528.000000
1,0,0,	5,6,2,	15,6,2,	225,528.000000
1,0,0,	6,6,2,	16,6,2,	226,528.000000
1,0,0,	7,6,2,	17,6,2,	227,1536.000000
1,0,0,	8,6,2,	18,6,2,	228,8464.000000
1,0,0,	9,6,2,	19,6,2,	229,1792.000000
1,0,0,	0,7,2,	10,7,2,	230,8976.000000
1,0,0,	1,7,2,	11,7,2,	231,528.000000
1,0,0,	2,7,2,	12,7,2,	232,9472.000000
1,0,0,	3,7,2,	13,7,2,	233,1808.000000
1,0,0,	4,7,2,	14,7,2,	234,9472.000000
1,0,0,	5,7,2,	15,7,2,	235,9744.000000
1,0,0,	6,7,2,	16,7,2,	236,9984.000000
1,0,0,	7,7,2,	17,7,2,	237,0.000000
1,0,0,	8,7,2,	18,7,2,	238,784.000000
1,0,0,	9,7,2,	19,7,2,	239,784.000000
